playerID,name,milb_pa,mlb_pa,milb_woba,milb_hr_rate,mlb_hr_rate,milb_sb_rate,mlb_sb_rate,hr_translation,sb_translation,mlb_career_war,milb_war_rate
carroco02,Corbin Carroll,571.0,2086,0.416,26.3,23.6,49.4,35.4,0.9,0.72,15.6,3.01
cartech02,Chris Carter,4515.0,2728,0.39,33.1,34.1,4.8,2.4,1.03,0.51,6.9,0.26
carteev01,Evan Carter,1136.0,382,0.373,14.3,15.7,34.9,25.1,1.1,0.72,-1.0,2.08
casalcu01,Curt Casali,1833.0,1293,0.348,13.7,19.0,1.3,0.0,1.38,0.0,-0.5,2.16
casanra01,Raul Casanova,1314.0,907,0.356,21.9,15.2,0.5,1.3,0.69,0.0,0.1,2.78
casastr01,Triston Casas,1236.0,857,0.37,21.4,28.0,4.4,0.0,1.31,0.0,0.8,-0.05
cashke01,Kevin Cash,1063.0,605,0.297,14.7,9.9,0.6,0.0,0.68,0.0,-4.7,-0.37
casilal01,Alexi Casilla,3665.0,1883,0.323,4.4,3.8,32.9,25.5,0.87,0.77,-1.6,0.71
casteni01,Nick Castellanos,1851.0,6932,0.343,11.7,21.6,5.5,3.6,1.85,0.66,32.8,-0.55
castial01,Alberto Castillo,692.0,867,0.297,3.5,5.5,1.7,1.4,1.6,0.8,-2.9,0.62
castijo02,Jose Castillo,4625.0,2059,0.345,14.5,11.4,11.3,3.8,0.78,0.34,0.1,1.86
castivi02,Vinny Castilla,134.0,7360,0.398,31.3,26.1,0.0,2.7,0.83,0.0,35.4,5.46
castiwe01,Welington Castillo,1827.0,2667,0.325,20.7,21.8,1.0,1.1,1.05,0.0,10.2,1.86
castoko01,Kory Casto,2610.0,182,0.349,17.5,6.6,5.1,3.3,0.38,0.65,-1.5,-0.55
castrbe01,Bernie Castro,1937.0,120,0.308,1.9,0.0,43.1,35.0,0.0,0.81,-1.3,-0.52
castrda01,Daniel Castro,4766.0,239,0.289,4.8,5.0,7.2,2.5,1.05,0.35,-3.3,0.21
castrha01,Harold Castro,3707.0,1421,0.297,4.2,6.8,19.9,2.5,1.61,0.13,0.0,0.11
castrja01,Jason Castro,1063.0,3127,0.346,10.7,17.8,2.3,1.0,1.66,0.42,13.0,2.62
castrju01,Juan Castro,125.0,2555,0.312,9.6,8.0,0.0,1.2,0.83,0.0,-7.3,1.54
castrra01,Ramon Castro,274.0,1381,0.341,10.9,24.3,0.0,0.9,2.22,0.0,-2.8,4.82
castrro01,Rodolfo Castro,2406.0,534,0.314,17.5,19.1,11.5,6.7,1.09,0.59,-0.6,0.87
castrst01,Starlin Castro,1575.0,6515,0.331,5.0,12.5,23.2,8.2,2.53,0.35,25.9,1.67
castrwi01,Willi Castro,2775.0,2590,0.308,9.3,13.0,21.6,17.4,1.4,0.8,4.8,-1.02
caveja01,Jake Cave,3715.0,1564,0.349,13.2,17.3,12.3,5.0,1.3,0.41,-2.8,-0.35
cedenro02,Ronny Cedeno,3781.0,2614,0.337,11.6,8.0,8.3,8.3,0.69,1.0,-0.4,2.73
celesgi01,Gilberto Celestino,2149.0,347,0.333,10.6,3.5,22.3,6.9,0.33,0.31,0.2,0.46
centeju01,Juan Centeno,4145.0,192,0.301,5.5,9.4,3.5,0.0,1.7,0.0,-0.5,1.38
cervefr01,Francisco Cervelli,1367.0,2488,0.328,5.7,8.4,5.7,3.9,1.48,0.68,9.0,1.94
changyu01,Yu Chang,2748.0,553,0.335,19.0,20.6,10.5,5.4,1.09,0.52,-3.0,1.31
chapaan01,Andrés Chaparro,2798.0,132,0.351,22.1,18.2,4.1,4.5,0.82,1.12,-1.6,1.0
chapmma01,Matt Chapman,1347.0,4770,0.357,35.6,25.5,8.0,4.4,0.72,0.55,34.0,1.45
chaveen01,Endy Chavez,1850.0,3356,0.319,4.9,5.4,7.8,19.0,1.1,2.43,-2.7,0.71
chavera01,Raul Chavez,1665.0,571,0.271,6.8,5.3,0.7,2.1,0.77,0.0,-4.5,-0.15
chavimi01,Michael Chavis,2547.0,1090,0.344,25.7,22.0,8.0,3.9,0.86,0.48,-2.3,1.08
chiriro01,Robinson Chirinos,3318.0,2285,0.35,15.4,24.4,7.6,1.3,1.59,0.17,9.2,3.03
chiselo01,Lonnie Chisenhall,2076.0,2264,0.35,18.5,16.7,4.6,5.0,0.9,1.09,3.9,1.01
chishja01,Jazz Chisholm,1354.0,2282,0.337,24.8,27.9,21.7,33.7,1.12,1.55,12.7,1.23
choiji01,Ji-Man Choi,2613.0,1823,0.378,17.7,21.4,5.5,2.0,1.21,0.36,-0.0,-0.25
choosh01,Shin-Soo Choo,1167.0,7116,0.356,13.9,18.4,28.8,13.2,1.32,0.46,45.4,-0.8
chourja01,Jackson Chourio,1376.0,1162,0.355,21.8,21.7,30.1,22.2,0.99,0.74,5.9,1.91
churcry01,Ryan Church,206.0,2057,0.327,20.4,16.0,14.6,6.1,0.79,0.42,4.8,-2.13
cintral01,Alex Cintron,712.0,2092,0.297,10.1,9.5,2.5,5.2,0.94,2.04,4.5,0.78
ciriape01,Pedro Ciriaco,5266.0,560,0.281,4.2,5.4,25.5,31.1,1.27,1.22,-1.2,-1.28
clarkbr02,Brady Clark,67.0,2209,0.379,0.0,9.8,9.0,12.5,0.0,1.4,7.6,0.18
clarkho02,Howie Clark,1372.0,133,0.337,8.7,13.5,4.4,0.0,1.55,0.0,-1.5,-0.36
clasejo01,Jonatan Clase,1949.0,112,0.355,15.1,10.7,71.4,16.1,0.71,0.23,-1.6,1.39
clemeed02,Edgard Clemente,1207.0,171,0.365,19.4,28.1,7.0,0.0,1.45,0.0,-0.4,0.96
clemeer01,Ernie Clement,1714.0,1352,0.321,6.7,10.7,19.3,8.0,1.6,0.41,0.2,0.34
clemeje01,Jeff Clement,2952.0,377,0.353,21.7,19.1,1.2,0.0,0.88,0.0,-2.0,-1.92
clemeko01,Kody Clemens,1954.0,781,0.343,24.3,25.4,11.1,4.6,1.05,0.42,-3.2,-1.76
clevest01,Steve Clevenger,2806.0,320,0.345,6.8,5.6,4.1,0.0,0.82,0.0,-2.9,2.48
clossjd01,JD Closser,1783.0,508,0.331,14.1,11.8,7.1,1.2,0.84,0.17,-1.3,1.19
coghlch01,Chris Coghlan,2128.0,2817,0.352,10.7,11.1,26.2,10.0,1.03,0.38,5.1,-0.04
colabch01,Chris Colabello,2294.0,761,0.362,24.3,22.1,1.3,1.6,0.91,1.21,-1.2,-0.62
collity01,Tyler Collins,2912.0,527,0.327,15.9,14.8,15.0,3.4,0.93,0.23,-2.4,-1.16
colliza01,Zack Collins,2127.0,440,0.359,22.0,15.0,3.4,1.4,0.68,0.4,-3.0,2.6
colonch01,Christian Colon,4452.0,280,0.327,10.0,2.1,18.3,6.4,0.21,0.35,-2.0,0.1
colvity01,Tyler Colvin,2852.0,1211,0.323,16.4,22.8,11.4,6.9,1.39,0.61,1.2,-1.21
confomi01,Michael Conforto,733.0,4424,0.397,19.6,24.3,4.9,3.1,1.24,0.64,15.8,1.62
congeha01,Hank Conger,2459.0,1078,0.34,17.6,17.3,4.1,0.0,0.98,0.0,-0.0,2.01
conrabr01,Brooks Conrad,3597.0,404,0.345,24.5,23.8,11.0,10.4,0.97,0.94,-0.9,-0.07
constjo01,Jose Constanza,5256.0,119,0.315,0.8,10.1,40.5,35.3,0.0,0.87,-1.2,-1.26
contija01,Jason Conti,710.0,245,0.319,15.2,7.3,5.1,9.8,0.48,1.93,-0.0,-2.56
contrwi01,Willson Contreras,2266.0,4274,0.339,12.2,24.1,8.2,5.2,1.98,0.63,31.4,2.88
contrwi02,William Contreras,1613.0,2510,0.329,12.3,20.3,1.5,5.5,1.66,3.7,20.3,2.18
coopeda01,David Cooper,2491.0,145,0.357,13.2,16.6,0.2,0.0,1.25,0.0,-0.9,-0.77
coopega03,Garrett Cooper,1814.0,1846,0.357,15.9,18.5,2.0,0.3,1.17,0.16,1.6,-1.0
coraal01,Alex Cora,296.0,3756,0.291,0.0,5.6,14.2,7.5,0.0,0.53,1.6,2.05
cordefr02,Franchy Cordero,3848.0,565,0.345,15.1,17.0,21.8,10.6,1.12,0.49,-3.6,0.09
corpoca01,Carlos Corporan,2894.0,694,0.305,11.8,13.8,1.9,0.0,1.17,0.0,-3.5,1.46
correca01,Carlos Correa,1273.0,5343,0.371,12.7,22.5,25.5,3.7,1.76,0.15,37.6,2.74
costash01,Shane Costa,1135.0,361,0.371,17.4,5.0,14.8,3.3,0.29,0.22,-2.3,0.27
costech01,Chris Coste,941.0,885,0.319,17.2,15.6,2.6,0.0,0.91,0.0,2.2,0.45
cotahu01,Humberto Cota,3469.0,430,0.359,18.9,9.8,1.9,0.0,0.52,0.0,-1.1,3.28
cowarka01,Kaleb Cowart,4058.0,241,0.322,11.7,10.0,18.8,12.4,0.85,0.66,-2.7,0.02
cowgico01,Collin Cowgill,3413.0,671,0.337,16.0,9.8,18.8,10.7,0.61,0.57,-3.8,-1.07
cowseco01,Colton Cowser,1149.0,921,0.391,19.3,26.1,16.2,15.0,1.35,0.93,2.6,1.12
cozarza01,Zack Cozart,2222.0,3350,0.328,14.0,15.2,15.7,3.8,1.08,0.24,8.2,1.1
craigal01,Allen Craig,3136.0,1925,0.361,20.3,18.1,2.7,3.4,0.89,1.28,4.9,-1.07
crawfbr01,Brandon Crawford,1255.0,6238,0.323,12.0,14.0,12.9,4.5,1.17,0.35,28.1,1.43
crawfjp01,J. P. Crawford,2579.0,3798,0.338,10.2,10.6,16.5,5.4,1.03,0.33,18.1,1.07
crespce01,Cesar Crespo,1471.0,179,0.301,8.2,13.4,24.1,20.1,1.64,0.84,-0.7,-1.33
crewsdy01,Dylan Crews,605.0,454,0.344,17.9,17.2,28.8,38.3,0.96,1.33,-2.3,-0.17
croncj01,C. J. Cron,1850.0,3985,0.359,25.0,27.6,4.9,1.5,1.1,0.31,9.7,-0.43
croneja01,Jake Cronenworth,2177.0,3199,0.341,6.1,15.0,19.8,4.5,2.47,0.23,14.1,-1.04
crosbbu01,Bubba Crosby,281.0,103,0.306,12.8,5.8,19.2,23.3,0.45,1.21,-0.5,-1.43
crowape01,Pete Crow-Armstrong,1088.0,1057,0.373,22.6,23.3,43.6,35.2,1.03,0.81,6.7,2.12
crowetr01,Trevor Crowe,2910.0,862,0.326,6.8,2.8,33.8,22.3,0.41,0.66,-2.4,0.09
cruzja01,Jacob Cruz,1161.0,585,0.4,21.2,13.3,2.1,3.1,0.63,1.49,-3.9,0.85
cruzlu01,Luis Cruz,5971.0,483,0.323,16.6,8.7,3.9,3.7,0.52,0.95,-1.9,0.73
cruzne02,Nelson Cruz,1711.0,8380,0.421,37.5,33.2,23.1,6.0,0.89,0.26,42.7,0.67
cruzon01,Oneil Cruz,1943.0,1504,0.334,16.4,23.1,21.3,27.9,1.41,1.31,7.1,1.61
cruzto03,Tony Cruz,2380.0,561,0.32,13.6,5.3,2.5,0.0,0.39,0.0,-4.4,1.61
culbech01,Charlie Culberson,4120.0,1198,0.307,10.2,14.5,18.1,10.0,1.42,0.55,-3.5,-0.59
cunniaa01,Aaron Cunningham,3691.0,357,0.361,14.8,8.4,16.1,3.4,0.57,0.21,-4.3,-0.31
custja01,Jack Cust,1928.0,2412,0.397,25.5,24.9,2.2,1.5,0.97,0.69,11.2,-0.88
cuthbch01,Cheslor Cuthbert,3531.0,1110,0.32,15.5,14.1,5.6,1.6,0.91,0.29,-2.3,0.09
dahlda01,David Dahl,2794.0,1141,0.364,18.7,22.1,18.5,8.4,1.18,0.46,2.4,0.03
dalbebo01,Bobby Dalbec,2623.0,806,0.371,32.0,27.5,10.3,3.7,0.86,0.36,0.9,-0.08
danksjo02,Jordan Danks,3046.0,311,0.337,14.0,13.5,13.6,23.2,0.97,1.7,-1.3,0.1
darnach01,Chase d'Arnaud,4320.0,513,0.319,8.6,4.7,36.8,26.9,0.54,0.73,-2.6,0.41
darnatr01,Travis d'Arnaud,2156.0,3547,0.358,20.6,21.7,5.8,0.5,1.05,0.09,11.4,3.12
daubabr01,Brian Daubach,684.0,2166,0.4,23.7,24.9,0.9,1.4,1.05,0.0,7.8,-0.21
davanje02,Jeff DaVanon,52.0,1450,0.439,11.5,12.8,11.5,24.0,1.11,2.08,1.1,1.73
davidma02,Matt Davidson,5274.0,939,0.347,25.7,29.4,0.7,0.0,1.14,0.0,-0.2,0.44
davisbe01,Ben Davis,459.0,1697,0.251,10.5,13.4,1.3,3.2,1.28,2.43,1.2,-1.75
davisch02,Chris Davis,2100.0,5575,0.406,35.4,31.7,4.6,2.0,0.9,0.45,15.5,0.86
davishe01,Henry Davis,809.0,657,0.402,26.0,13.7,22.2,4.6,0.53,0.21,-3.5,3.11
davisik02,Ike Davis,1276.0,2377,0.355,20.7,20.4,0.0,1.8,0.99,0.0,2.4,-0.77
davisjd01,J. D. Davis,2423.0,2072,0.366,27.2,19.7,4.7,1.7,0.72,0.37,5.1,1.56
davisjo05,Jonathan Davis,3336.0,206,0.338,11.9,8.7,28.4,14.6,0.74,0.51,-2.4,0.86
daviskh01,Khris Davis,1771.0,3705,0.385,25.1,35.5,12.2,2.9,1.41,0.24,12.6,0.82
davisra01,Rajai Davis,1616.0,4564,0.324,7.4,8.0,53.5,54.4,1.08,1.02,12.6,0.25
dazayo01,Yonathan Daza,3370.0,844,0.342,6.1,2.8,20.1,2.1,0.47,0.11,0.8,1.08
deanau01,Austin Dean,3515.0,311,0.34,14.0,19.3,7.9,1.9,1.38,0.25,-2.8,-0.57
deazaal01,Alejandro De Aza,3403.0,2749,0.353,9.5,11.1,23.6,19.2,1.17,0.81,8.1,0.3
dejesiv02,Ivan De Jesus,7009.0,465,0.338,5.8,6.5,8.6,3.9,1.11,0.45,-0.2,1.1
dejonpa01,Paul DeJong,1293.0,3499,0.342,26.9,25.0,8.4,5.0,0.93,0.6,10.6,1.7
delacbr01,Bryan De La Cruz,2015.0,1819,0.328,9.5,19.1,10.1,4.6,2.01,0.46,1.9,-0.71
delacel01,Elly De La Cruz,1251.0,1822,0.381,24.0,19.8,38.4,45.8,0.82,1.19,12.3,2.61
delayja01,Jason Delay,955.0,354,0.286,7.5,3.4,3.1,0.0,0.45,0.0,-1.4,0.55
delcaad01,Adrian Del Castillo,1370.0,131,0.353,21.0,18.3,3.1,0.0,0.87,0.0,-1.6,2.62
delluda01,David Dellucci,71.0,3106,0.395,25.4,19.3,8.5,7.9,0.76,0.94,4.7,0.68
delmoni01,Nick Delmonico,2258.0,484,0.331,17.8,21.1,7.2,3.7,1.18,0.52,-1.2,-1.0
delucjo01,Jonny DeLuca,1317.0,362,0.374,29.6,9.9,26.4,26.5,0.34,1.0,-0.8,1.0
demertr01,Travis Demeritte,3568.0,186,0.346,25.2,9.7,12.1,9.7,0.38,0.8,-1.3,-0.11
dendema01,Matt den Dekker,3311.0,284,0.336,15.6,10.6,20.3,14.8,0.68,0.73,-2.0,-1.3
denorch01,Chris Denorfia,1929.0,2268,0.354,13.7,10.3,18.7,14.0,0.75,0.75,1.8,-0.8
descada01,Daniel Descalso,1952.0,2854,0.32,8.9,10.1,9.5,5.3,1.13,0.55,6.8,0.1
deshide02,Delino DeShields,3715.0,2056,0.326,8.4,5.3,56.4,31.8,0.63,0.56,5.1,0.28
desmoia01,Ian Desmond,2599.0,5855,0.318,12.2,18.1,27.0,18.4,1.48,0.68,27.9,1.32
deverra01,Rafael Devers,1754.0,4944,0.351,16.1,28.5,8.9,4.0,1.77,0.45,35.1,1.49
dewitbl01,Blake DeWitt,2309.0,1160,0.324,14.3,9.8,3.4,3.6,0.69,1.07,2.7,0.08
dezenza01,Zach Dezenzo,806.0,109,0.369,23.8,11.0,24.6,5.5,0.46,0.22,-1.4,1.7
diazal02,Aledmys Diaz,915.0,2450,0.335,17.0,18.4,11.8,3.7,1.08,0.31,4.4,1.41
diazei01,Einar Diaz,374.0,2190,0.277,8.0,5.2,8.0,5.8,0.65,0.72,2.5,-1.07
diazel01,Elias Diaz,2697.0,2721,0.3,6.7,15.2,5.3,0.4,2.28,0.08,6.5,1.28
diazis01,Isan Diaz,3352.0,478,0.356,22.6,11.3,12.7,1.3,0.5,0.1,-2.7,1.42
diazjo03,Jordan Diaz,2132.0,293,0.351,19.7,20.5,1.7,0.0,1.04,0.0,-0.9,1.25
diazle01,Lewin Diaz,3447.0,302,0.331,21.9,25.8,1.7,2.0,1.18,1.14,-3.5,-1.6
diazma02,Matt Diaz,365.0,1901,0.428,26.3,13.6,26.3,10.4,0.52,0.4,1.0,2.1
diazvi01,Victor Diaz,3187.0,421,0.362,29.7,29.9,10.5,8.6,1.01,0.81,-1.3,-0.03
diazya01,Yandy Diaz,2471.0,3755,0.37,7.0,16.0,6.6,1.8,2.27,0.27,17.3,-0.31
diazya02,Yainer Diaz,1453.0,1563,0.371,21.1,22.6,2.5,1.2,1.08,0.46,9.4,3.51
dickeal01,Alex Dickerson,2654.0,957,0.364,17.0,24.5,6.3,4.4,1.44,0.69,1.2,0.06
dickech01,Chris Dickerson,3551.0,748,0.348,13.7,11.2,28.6,22.5,0.82,0.79,-4.0,-0.57
dickeco01,Corey Dickerson,1717.0,3935,0.407,27.6,20.7,17.8,4.6,0.75,0.26,11.5,1.65
dietrde01,Derek Dietrich,2481.0,2437,0.349,19.8,19.5,3.9,1.5,0.98,0.38,8.1,1.08
difelmi01,Mike Difelice,985.0,1561,0.315,15.2,10.8,0.6,1.2,0.71,0.0,-2.0,0.51
difowi01,Wilmer Difo,3989.0,1205,0.318,8.4,9.0,35.5,10.5,1.06,0.29,1.3,1.06
dingldi01,Dillon Dingler,1479.0,468,0.346,23.9,16.7,5.3,0.0,0.7,0.0,3.9,2.53
dirksan01,Andy Dirks,1472.0,1063,0.341,13.5,13.5,28.1,7.3,1.01,0.26,1.8,0.36
dixonbr01,Brandon Dixon,3186.0,544,0.339,22.4,22.1,23.0,5.5,0.98,0.24,-1.4,-0.73
dobbsgr01,Greg Dobbs,801.0,2145,0.337,12.0,12.6,15.7,3.9,1.05,0.25,-0.2,-0.37
dominja01,Jasson Domínguez,1502.0,429,0.345,16.8,14.0,39.9,32.2,0.83,0.81,1.1,1.41
dominma01,Matt Dominguez,3935.0,1309,0.317,17.7,19.3,0.9,0.0,1.09,0.0,-0.9,-0.61
donalja01,Jason Donald,2745.0,603,0.344,11.1,7.0,13.8,11.9,0.62,0.87,-1.7,1.35
donaljo02,Josh Donaldson,2466.0,5822,0.357,21.2,28.6,10.2,4.1,1.35,0.4,47.2,1.24
donovbr01,Brendan Donovan,1068.0,2006,0.361,12.9,12.0,14.0,4.5,0.93,0.32,12.3,1.74
dosteda01,David Doster,531.0,225,0.336,13.6,10.7,4.5,2.7,0.79,0.59,-1.4,-0.42
doumiry01,Ryan Doumit,252.0,3407,0.458,38.1,18.3,9.5,2.1,0.48,0.22,8.9,5.69
downsma01,Matt Downs,2017.0,522,0.347,17.8,21.8,16.4,2.3,1.22,0.14,-1.6,0.34
doylebr02,Brenton Doyle,988.0,1572,0.331,26.7,18.3,27.3,26.7,0.69,0.98,6.3,1.07
doziebr01,Brian Dozier,1727.0,4883,0.342,6.6,23.6,17.4,12.9,3.57,0.74,29.8,1.26
doziehu01,Hunter Dozier,2561.0,2203,0.33,15.7,19.3,7.7,4.6,1.23,0.6,3.8,0.42
drewst01,Stephen Drew,673.0,4917,0.378,24.1,15.0,5.3,5.0,0.62,0.94,18.6,1.91
drurybr01,Brandon Drury,3289.0,2877,0.334,14.0,21.3,3.6,1.0,1.51,0.29,6.9,0.7
dubonma01,Mauricio Dubon,2973.0,2057,0.339,11.5,11.4,28.1,6.4,0.99,0.23,0.2,0.8
dudalu01,Lucas Duda,2205.0,3489,0.362,16.6,26.1,2.4,1.0,1.57,0.42,8.8,-0.67
duffych01,Chris Duffy,958.0,754,0.331,10.0,4.8,30.1,32.6,0.48,1.09,0.2,-0.44
duffyma01,Matt Duffy,1188.0,2485,0.335,5.1,7.5,26.8,9.9,1.48,0.37,4.7,0.85
duggast01,Steven Duggar,2034.0,730,0.349,11.5,11.5,20.9,10.7,1.0,0.51,0.0,0.92
dukesel01,Elijah Dukes,969.0,970,0.369,19.8,19.2,21.7,11.1,0.97,0.51,1.0,1.79
duncach01,Chris Duncan,1096.0,1307,0.319,20.3,24.8,3.3,1.8,1.22,0.56,3.3,-2.78
duncash01,Shelley Duncan,2845.0,770,0.356,29.9,25.7,3.6,1.6,0.86,0.43,-1.3,-0.36
duranez01,Ezequiel Duran,1621.0,1163,0.347,24.1,11.3,22.6,12.4,0.47,0.55,0.1,1.98
duranja01,Jarren Duran,1692.0,2127,0.355,13.1,14.1,42.2,25.7,1.07,0.61,11.3,1.37
durazer01,Erubiel Durazo,1592.0,2291,0.384,23.4,24.6,0.8,1.8,1.05,0.0,6.9,1.01
durritr01,Trent Durrington,1042.0,136,0.302,5.2,0.0,44.3,17.6,0.0,0.4,-1.8,-1.4
duvalad01,Adam Duvall,3331.0,3573,0.361,31.2,31.4,4.3,3.7,1.01,0.85,8.7,1.35
dysonja01,Jarrod Dyson,1609.0,2649,0.302,1.5,4.5,60.8,54.4,3.04,0.89,6.1,-0.08
eatonad02,Adam Eaton,1654.0,3910,0.415,9.8,10.1,41.4,13.4,1.03,0.32,16.3,3.64
eatonna01,Nate Eaton,2634.0,122,0.328,14.6,4.9,31.9,54.1,0.34,1.7,-1.0,-0.8
echevan01,Angel Echevarria,202.0,467,0.315,20.8,24.4,0.0,1.3,1.17,0.0,-1.8,-2.91
edmanto01,Tommy Edman,1648.0,2955,0.333,8.4,14.6,27.7,23.4,1.75,0.84,12.7,1.73
edwarxa01,Xavier Edwards,2045.0,922,0.346,4.1,2.6,34.9,37.7,0.63,1.08,4.6,1.09
ellisaj01,A. J. Ellis,1971.0,2290,0.357,5.2,11.5,2.1,0.5,2.23,0.25,3.9,2.7
ellisja01,Jason Ellison,1272.0,490,0.318,3.8,6.1,17.0,22.0,1.62,1.3,0.0,-1.21
ellsbja01,Jacoby Ellsbury,1155.0,5261,0.357,5.2,11.9,54.5,38.3,2.28,0.7,34.6,1.57
elmorja01,Jake Elmore,4426.0,294,0.337,3.7,8.2,22.5,4.1,2.23,0.18,-3.2,0.3
encarch01,Christian Encarnacion-Strand,946.0,501,0.415,35.5,25.1,7.6,2.4,0.71,0.31,-4.2,1.26
encared01,Edwin Encarnacion,444.0,8114,0.399,28.4,31.4,12.2,4.5,1.1,0.37,47.1,-0.19
encarje01,Jerar Encarnacion,2659.0,119,0.337,23.0,25.2,7.4,5.0,1.1,0.68,-1.5,-0.4
engelad01,Adam Engel,3108.0,1447,0.329,11.8,11.2,48.3,19.1,0.95,0.4,-0.7,0.81
erstada01,Darin Erstad,52.0,6615,0.168,0.0,11.2,0.0,16.2,0.0,0.0,21.3,-7.15
ervinph01,Phil Ervin,3107.0,507,0.327,13.9,16.6,34.0,11.8,1.19,0.35,-0.1,-0.81
escobal01,Alex Escobar,587.0,287,0.33,13.3,12.5,6.1,4.2,0.94,0.68,-2.0,0.7
escobal02,Alcides Escobar,4060.0,6178,0.317,5.8,4.4,29.7,17.3,0.76,0.58,10.9,1.42
escobed01,Eduardo Escobar,3502.0,5114,0.299,6.3,19.2,15.2,2.7,3.04,0.18,18.8,-0.1
escobyu01,Yunel Escobar,910.0,5957,0.336,5.3,9.1,9.2,3.4,1.72,0.37,26.0,1.41
espinda01,Danny Espinosa,2652.0,3267,0.329,17.2,18.0,21.9,11.8,1.05,0.54,5.1,0.45
espinsa01,Santiago Espinal,1746.0,1710,0.321,7.2,7.0,15.8,9.5,0.97,0.6,1.7,0.58
estrath01,Thairo Estrada,2331.0,1749,0.332,10.0,16.1,16.0,16.5,1.61,1.03,1.9,0.8
ethiean01,Andre Ethier,675.0,5359,0.382,16.9,17.8,2.7,3.2,1.05,1.22,30.9,1.41
evansni01,Nick Evans,4264.0,313,0.358,21.0,11.5,2.1,0.0,0.55,0.0,-2.3,-0.76
faheybr01,Brandon Fahey,1295.0,399,0.298,2.8,3.0,16.2,4.5,1.08,0.28,-1.9,-0.42
faircst01,Stuart Fairchild,1644.0,598,0.349,16.1,18.1,20.4,23.1,1.12,1.13,-0.3,-0.23
farmeky01,Kyle Farmer,2118.0,2220,0.34,9.3,17.0,5.9,4.1,1.82,0.68,4.3,0.77
fasansa01,Sal Fasano,486.0,931,0.296,17.3,23.8,4.9,1.3,1.38,0.26,-0.9,-0.27
federti01,Tim Federowicz,3761.0,173,0.343,16.8,13.9,3.4,0.0,0.83,0.0,-0.9,2.09
felizpe01,Pedro Feliz,340.0,4537,0.264,14.1,18.5,0.0,1.7,1.31,0.0,6.5,-0.88
fermifr01,Freddy Fermin,1900.0,950,0.348,15.8,12.6,2.8,1.9,0.8,0.67,2.6,3.02
fickro01,Robert Fick,65.0,2585,0.324,9.2,14.6,18.5,0.9,1.58,0.05,0.9,-1.2
fieldjo02,Josh Fields,3268.0,686,0.356,17.3,26.2,14.9,2.6,1.52,0.18,1.1,0.75
fishede01,Derek Fisher,2508.0,333,0.36,23.0,21.6,27.3,14.4,0.94,0.53,-2.3,1.03
fitzgty01,Tyler Fitzgerald,1783.0,584,0.352,23.6,19.5,23.9,26.7,0.83,1.12,1.7,2.15
flahery01,Ryan Flaherty,2459.0,1408,0.347,18.5,15.8,6.3,4.3,0.85,0.67,-2.9,1.04
fletcda02,David Fletcher,2329.0,2083,0.316,4.6,4.0,21.6,8.4,0.87,0.39,5.2,0.44
fletcdo01,Dominic Fletcher,1795.0,342,0.36,16.4,5.3,6.7,0.0,0.32,0.0,-3.2,0.92
floreje02,Jesus Flores,2728.0,923,0.301,15.8,14.3,1.3,0.7,0.9,0.49,-0.7,1.74
florewi01,Wilmer Flores,3977.0,4706,0.338,14.5,21.5,3.2,0.8,1.49,0.24,10.0,-0.86
flories01,Estevan Florial,3411.0,111,0.343,18.3,16.2,30.6,10.8,0.89,0.35,-1.6,-0.52
floripe01,Pedro Florimon,5390.0,596,0.305,8.5,10.1,18.0,18.1,1.19,1.0,-0.1,0.45
flowety01,Tyler Flowers,2170.0,2661,0.387,24.1,19.2,5.0,0.5,0.8,0.09,8.6,3.66
fontemi01,Mike Fontenot,2083.0,1581,0.341,8.1,10.2,6.3,6.5,1.27,1.02,2.7,-0.14
fordle01,Lew Ford,1528.0,1633,0.357,13.4,10.7,11.0,16.5,0.8,1.5,5.0,0.75
fordmi01,Mike Ford,3282.0,563,0.362,22.5,33.0,1.8,0.0,1.47,0.0,-2.0,-0.88
forsylo01,Logan Forsythe,1359.0,3501,0.369,10.2,12.0,17.2,7.2,1.18,0.42,6.4,2.12
forteni01,Nick Fortes,795.0,1140,0.296,9.8,12.6,5.3,5.3,1.29,1.0,0.6,0.75
fowlede01,Dexter Fowler,1752.0,5854,0.37,9.2,13.0,35.6,15.2,1.41,0.43,38.0,2.03
foxja02,Jake Fox,4757.0,452,0.364,26.5,23.9,3.7,0.0,0.9,0.0,-1.5,0.88
fraleja01,Jake Fraley,1280.0,1491,0.377,19.2,18.9,51.1,23.7,0.98,0.46,2.1,1.64
francbe01,Ben Francisco,1722.0,1655,0.341,13.2,16.7,24.7,10.9,1.26,0.44,1.5,-1.07
francje02,Jeff Francoeur,854.0,5632,0.334,19.7,17.0,16.9,5.8,0.87,0.34,6.0,-0.97
francju02,Juan Francisco,4566.0,910,0.347,26.4,28.4,2.8,0.7,1.07,0.24,0.5,2.0
francma02,Maikel Franco,2779.0,3515,0.332,17.9,22.2,2.8,0.9,1.24,0.3,5.2,0.75
francty01,Ty France,2299.0,3308,0.373,18.0,14.7,4.2,0.5,0.82,0.13,7.8,0.03
francwa01,Wander Franco,948.0,1143,0.395,17.1,15.7,17.1,21.0,0.92,1.23,6.0,3.0
frandke01,Kevin Frandsen,3124.0,1295,0.344,7.3,6.9,12.7,3.2,0.95,0.26,-4.6,0.14
