"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
"Skubal, Tarik",669373,2023,310,191,0.199,0.194,0.005,0.298,0.293,0.005,0.238,0.237,0.001,2.8,2.32,0.481
"Farmer, Buck",571656,2023,309,206,0.214,0.216,-0.002,0.402,0.41,-0.0079999999999999,0.303,0.31,-0.007,4.2,4.04,0.16
"Rogers, Tyler",643511,2023,309,225,0.236,0.219,0.0169999999999999,0.368,0.311,0.0569999999999999,0.284,0.259,0.0249999999999999,3.04,2.77,0.271
"Brash, Matt",666374,2023,308,166,0.242,0.208,0.034,0.323,0.307,0.016,0.292,0.281,0.0109999999999999,3.06,3.28,-0.223
"Scott, Tanner",656945,2023,307,175,0.191,0.203,-0.012,0.264,0.278,-0.014,0.236,0.247,-0.011,2.31,2.52,-0.212
"Hoeing, Bryan",663773,2023,304,224,0.259,0.265,-0.006,0.504,0.488,0.016,0.347,0.348,-0.001,5.48,5.23,0.246
"Whitlock, Garrett",676477,2023,304,216,0.288,0.268,0.0199999999999999,0.502,0.466,0.0359999999999999,0.35,0.33,0.0199999999999999,5.15,4.64,0.509
"Bickford, Phil",641360,2023,304,185,0.23,0.237,-0.0069999999999999,0.393,0.431,-0.0379999999999999,0.319,0.336,-0.017,4.95,4.83,0.116
"Boyd, Matthew",571510,2023,303,203,0.25,0.24,0.01,0.424,0.419,0.005,0.322,0.316,0.006,5.45,4.21,1.241
"Merryweather, Julian",657240,2023,303,168,0.219,0.21,0.009,0.332,0.351,-0.0189999999999999,0.291,0.298,-0.007,3.38,3.71,-0.335
"Clase, Emmanuel",661403,2023,302,221,0.242,0.232,0.0099999999999999,0.327,0.359,-0.0319999999999999,0.265,0.273,-0.008,3.22,3.09,0.13
"Contreras, Roansy",672710,2023,302,214,0.282,0.274,0.0079999999999999,0.466,0.456,0.01,0.357,0.354,0.003,6.58,5.44,1.145
"Grove, Michael",675627,2023,302,207,0.296,0.269,0.0269999999999999,0.5,0.472,0.028,0.363,0.342,0.0209999999999999,6.13,5.03,1.1
"Pallante, Andre",669467,2023,302,226,0.286,0.255,0.0309999999999999,0.414,0.356,0.0579999999999999,0.341,0.312,0.029,4.76,4.1,0.665
"McGough, Scott",543518,2023,301,183,0.226,0.235,-0.0089999999999999,0.44,0.416,0.024,0.318,0.319,-0.001,4.74,4.3,0.435
"Hernández, Carlos",672578,2023,301,191,0.233,0.249,-0.0159999999999999,0.425,0.438,-0.013,0.319,0.332,-0.013,5.27,4.7,0.571
"Barlow, Scott",605130,2023,299,181,0.242,0.233,0.0089999999999999,0.337,0.341,-0.004,0.299,0.3,-0.001,4.37,3.77,0.598
"Morgan, Eli",669212,2023,299,199,0.267,0.24,0.027,0.414,0.407,0.007,0.322,0.309,0.013,4.01,4.01,0.0
"Montero, Rafael",606160,2023,298,187,0.279,0.242,0.037,0.479,0.422,0.0569999999999999,0.359,0.327,0.0319999999999999,5.08,4.55,0.529
"Stephan, Trevor",663986,2023,294,188,0.245,0.238,0.007,0.389,0.415,-0.0259999999999999,0.311,0.325,-0.014,4.06,4.48,-0.417
"Suter, Brent",608718,2023,292,209,0.249,0.228,0.0209999999999999,0.341,0.32,0.021,0.294,0.281,0.0129999999999999,3.38,3.28,0.095
"Cuas, Jose",621016,2023,292,179,0.253,0.251,0.002,0.406,0.446,-0.0399999999999999,0.339,0.352,-0.0129999999999999,4.0,5.37,-1.375
"Santos, Gregory",666619,2023,289,201,0.258,0.245,0.013,0.318,0.32,-0.002,0.283,0.278,0.0049999999999999,3.39,3.21,0.182
"Finnegan, Kyle",640448,2023,288,200,0.254,0.26,-0.006,0.423,0.442,-0.019,0.32,0.33,-0.01,3.76,4.64,-0.876
"Lange, Alex",656638,2023,288,157,0.185,0.202,-0.017,0.315,0.308,0.007,0.294,0.303,-0.009,3.68,3.85,-0.168
"Teheran, Julio",527054,2023,288,221,0.254,0.263,-0.009,0.466,0.469,-0.0029999999999999,0.324,0.335,-0.011,4.39,4.8,-0.405
"Thompson, Zack",668868,2023,287,188,0.27,0.255,0.015,0.422,0.422,0.0,0.329,0.329,0.0,4.48,4.61,-0.133
"Payamps, Joel",606303,2023,287,187,0.219,0.224,-0.005,0.342,0.345,-0.0029999999999999,0.272,0.279,-0.007,2.55,3.23,-0.683
"Abreu, Bryan",650556,2023,287,153,0.177,0.191,-0.014,0.286,0.339,-0.053,0.255,0.28,-0.025,1.75,3.25,-1.5
"Rodón, Carlos",607074,2023,286,189,0.261,0.25,0.011,0.498,0.478,0.02,0.357,0.352,0.005,6.86,5.37,1.485
"Díaz, Alexis",664747,2023,286,154,0.186,0.19,-0.004,0.28,0.297,-0.0169999999999999,0.279,0.288,-0.0089999999999999,3.07,3.45,-0.376
"Hicks, Jordan",663855,2023,285,168,0.231,0.207,0.024,0.332,0.311,0.021,0.296,0.283,0.013,3.29,3.33,-0.041
"Harris, Hogan",663687,2023,284,196,0.269,0.252,0.017,0.47,0.468,0.0019999999999999,0.352,0.345,0.007,7.14,5.13,2.013
"Cano, Yennier",666974,2023,283,202,0.226,0.243,-0.0169999999999999,0.331,0.359,-0.0279999999999999,0.261,0.282,-0.0209999999999999,2.11,3.3,-1.194
"Varland, Louis",686973,2023,283,194,0.252,0.246,0.006,0.492,0.479,0.013,0.335,0.33,0.005,4.63,4.64,-0.008
"Graveman, Kendall",608665,2023,282,174,0.214,0.231,-0.017,0.37,0.385,-0.015,0.312,0.328,-0.016,3.12,4.58,-1.459
"García, Yimi",554340,2023,282,182,0.261,0.234,0.0269999999999999,0.405,0.366,0.039,0.312,0.291,0.021,4.09,3.53,0.561
"Estévez, Carlos",608032,2023,281,167,0.254,0.232,0.0219999999999999,0.381,0.385,-0.004,0.32,0.312,0.008,3.9,4.1,-0.202
"Doval, Camilo",666808,2023,281,160,0.209,0.201,0.0079999999999999,0.287,0.306,-0.019,0.262,0.266,-0.004,2.93,2.93,-0.004
"Kaprielian, James",621076,2023,280,186,0.274,0.242,0.032,0.452,0.436,0.016,0.356,0.34,0.0159999999999999,6.34,4.96,1.384
"Cruz, Fernando",518585,2023,279,150,0.211,0.199,0.0119999999999999,0.366,0.371,-0.005,0.29,0.289,0.001,4.91,3.48,1.429
"Topa, Justin",623437,2023,279,197,0.24,0.23,0.0099999999999999,0.327,0.325,0.002,0.269,0.271,-0.002,2.61,3.04,-0.431
"Kimbrel, Craig",518886,2023,278,152,0.181,0.186,-0.005,0.337,0.339,-0.002,0.269,0.28,-0.011,3.26,3.25,0.011
"López, Reynaldo",625643,2023,278,159,0.207,0.213,-0.006,0.336,0.385,-0.0489999999999999,0.286,0.308,-0.022,3.27,3.98,-0.707
"Bednar, David",670280,2023,277,173,0.215,0.193,0.0219999999999999,0.316,0.325,-0.009,0.259,0.263,-0.004,2.0,2.86,-0.855
"Johnson, Pierce",572955,2023,277,157,0.257,0.233,0.0239999999999999,0.437,0.379,0.0579999999999999,0.335,0.305,0.03,4.02,3.9,0.121
"Kelly, Kevin",687330,2023,276,195,0.211,0.23,-0.019,0.307,0.339,-0.032,0.264,0.284,-0.0199999999999999,3.09,3.35,-0.26
"Foley, Jason",671345,2023,276,205,0.251,0.259,-0.008,0.34,0.384,-0.0439999999999999,0.275,0.299,-0.0239999999999999,2.61,3.74,-1.131
"Urquidy, José",664353,2023,275,203,0.263,0.254,0.009,0.453,0.429,0.024,0.34,0.332,0.008,5.29,4.7,0.586
"Liberatore, Matthew",669461,2023,275,199,0.274,0.285,-0.0109999999999999,0.444,0.49,-0.0459999999999999,0.341,0.37,-0.0289999999999999,5.25,6.04,-0.786
"Ramírez, Erasmo",541640,2023,274,214,0.328,0.288,0.04,0.52,0.494,0.026,0.372,0.351,0.021,6.41,5.34,1.074
"Maton, Phil",664208,2023,274,166,0.207,0.187,0.0199999999999999,0.333,0.323,0.01,0.284,0.273,0.0109999999999999,3.0,3.09,-0.09
"Jax, Griffin",643377,2023,274,183,0.232,0.212,0.02,0.344,0.315,0.0289999999999999,0.283,0.265,0.0179999999999999,3.86,2.91,0.947
"Pagán, Emilio",641941,2023,273,186,0.181,0.216,-0.035,0.306,0.406,-0.1,0.241,0.296,-0.0549999999999999,2.99,3.66,-0.674
"Neris, Héctor",593576,2023,273,161,0.174,0.192,-0.018,0.292,0.331,-0.039,0.259,0.283,-0.0239999999999999,1.71,3.33,-1.618
"Baumann, Mike",657508,2023,273,177,0.221,0.254,-0.033,0.37,0.462,-0.092,0.303,0.351,-0.0479999999999999,3.76,5.34,-1.582
"Ferguson, Caleb",657571,2023,270,169,0.269,0.246,0.023,0.366,0.334,0.0319999999999999,0.321,0.303,0.018,3.43,3.85,-0.419
"Robertson, David",502085,2023,269,163,0.221,0.202,0.0189999999999999,0.354,0.35,0.004,0.289,0.28,0.0089999999999999,3.03,3.25,-0.219
"Leiter Jr., Mark",643410,2023,269,160,0.206,0.224,-0.018,0.365,0.387,-0.022,0.293,0.312,-0.019,3.5,4.1,-0.603
"Castro, Miguel",612434,2023,268,180,0.213,0.231,-0.018,0.36,0.387,-0.027,0.286,0.304,-0.018,4.31,3.87,0.444
"VerHagen, Drew",572403,2023,268,173,0.226,0.216,0.01,0.396,0.383,0.013,0.314,0.308,0.006,3.98,3.98,0.004
"Pressly, Ryan",519151,2023,268,177,0.22,0.234,-0.014,0.358,0.401,-0.043,0.269,0.292,-0.0229999999999999,3.58,3.55,0.032
"Abreu, Albert",656061,2023,268,165,0.231,0.222,0.009,0.404,0.397,0.007,0.332,0.329,0.003,4.73,4.61,0.119
"Moll, Sam",594580,2023,268,163,0.206,0.199,0.0069999999999999,0.289,0.284,0.005,0.265,0.264,0.001,3.03,2.88,0.152
"McHugh, Collin",543521,2023,268,194,0.293,0.286,0.007,0.397,0.432,-0.0349999999999999,0.335,0.346,-0.0109999999999999,4.29,5.16,-0.865
"García, Luis",472610,2023,267,184,0.252,0.252,0.0,0.372,0.362,0.01,0.313,0.313,0.0,4.07,4.13,-0.057
"Cisnero, José",542585,2023,267,166,0.27,0.247,0.023,0.446,0.432,0.014,0.344,0.332,0.0119999999999999,5.31,4.7,0.609
"Bummer, Aaron",607481,2023,267,148,0.236,0.217,0.0189999999999999,0.347,0.304,0.0429999999999999,0.313,0.293,0.02,6.79,3.58,3.209
"Clarke, Taylor",664199,2023,266,173,0.303,0.246,0.0569999999999999,0.513,0.474,0.039,0.376,0.344,0.032,5.95,5.1,0.849
"Cortes, Nestor",641482,2023,266,176,0.244,0.214,0.03,0.442,0.398,0.0439999999999999,0.323,0.298,0.025,4.97,3.71,1.264
"López, Jorge",605347,2023,266,187,0.29,0.281,0.0089999999999999,0.511,0.454,0.0569999999999999,0.37,0.352,0.018,5.95,5.37,0.579
"Walker, Ryan",676254,2023,263,159,0.262,0.209,0.053,0.421,0.316,0.1049999999999999,0.328,0.273,0.0549999999999999,3.23,3.09,0.138
"Faedo, Alex",656412,2023,262,183,0.2,0.222,-0.0219999999999999,0.404,0.419,-0.0149999999999999,0.287,0.303,-0.016,4.45,3.85,0.604
"De Los Santos, Enyel",660853,2023,262,171,0.216,0.234,-0.018,0.332,0.391,-0.059,0.282,0.313,-0.031,3.29,4.13,-0.841
"Holmes, Clay",605280,2023,262,165,0.218,0.206,0.012,0.291,0.29,0.001,0.265,0.262,0.003,2.86,2.84,0.017
"Swanson, Erik",657024,2023,262,166,0.217,0.199,0.0179999999999999,0.358,0.364,-0.006,0.28,0.274,0.006,2.97,3.11,-0.14
"Ottavino, Adam",493603,2023,261,162,0.208,0.209,-0.001,0.339,0.33,0.009,0.294,0.293,0.001,3.21,3.58,-0.369
"Gott, Trevor",641627,2023,261,176,0.267,0.238,0.029,0.381,0.357,0.024,0.309,0.29,0.019,4.19,3.5,0.69
"Minter, A.J.",621345,2023,260,157,0.236,0.215,0.0209999999999999,0.354,0.362,-0.008,0.283,0.282,0.001,3.76,3.3,0.458
"Sims, Lucas",608371,2023,258,137,0.163,0.173,-0.0099999999999999,0.302,0.333,-0.031,0.287,0.302,-0.015,3.1,3.82,-0.722
"Graterol, Brusdar",660813,2023,257,194,0.221,0.244,-0.0229999999999999,0.296,0.335,-0.039,0.245,0.275,-0.03,1.2,3.14,-1.937
"Jackson, Andre",656578,2023,257,176,0.225,0.265,-0.04,0.424,0.48,-0.0559999999999999,0.31,0.352,-0.0419999999999999,4.99,5.37,-0.381
"Weathers, Ryan",677960,2023,257,184,0.305,0.244,0.061,0.543,0.421,0.122,0.393,0.329,0.064,6.55,4.61,1.945
"Brazobán, Huascar",623211,2023,257,157,0.243,0.208,0.035,0.349,0.331,0.0179999999999999,0.308,0.292,0.016,4.14,3.55,0.592
"Kluber, Corey",446372,2023,257,190,0.297,0.268,0.0289999999999999,0.603,0.547,0.0559999999999999,0.407,0.375,0.0319999999999999,7.04,6.24,0.796
"Ginkel, Kevin",656464,2023,255,159,0.181,0.197,-0.016,0.288,0.336,-0.048,0.246,0.273,-0.027,2.48,3.09,-0.61
"Duran, Jhoan",661395,2023,255,142,0.207,0.182,0.0249999999999999,0.324,0.289,0.035,0.271,0.251,0.02,2.46,2.6,-0.145
"Banks, Tanner",621383,2023,255,184,0.254,0.25,0.004,0.474,0.453,0.0209999999999999,0.331,0.325,0.006,4.43,4.48,-0.054
"Yates, Kirby",489446,2023,254,132,0.167,0.203,-0.036,0.314,0.393,-0.079,0.282,0.327,-0.045,3.28,4.55,-1.268
"Englert, Mason",669438,2023,253,193,0.291,0.305,-0.014,0.526,0.537,-0.011,0.368,0.384,-0.016,5.46,6.61,-1.146
"Woodruff, Brandon",605540,2023,253,161,0.172,0.203,-0.031,0.322,0.334,-0.012,0.241,0.262,-0.021,2.28,2.84,-0.556
"Alzolay, Adbert",640470,2023,253,168,0.225,0.242,-0.0169999999999999,0.333,0.374,-0.0409999999999999,0.269,0.295,-0.0259999999999999,2.67,3.63,-0.958
"Milner, Hoby",571948,2023,252,178,0.209,0.212,-0.003,0.319,0.349,-0.0299999999999999,0.251,0.267,-0.016,1.82,2.95,-1.131
"Peguero, Elvis",665625,2023,252,168,0.222,0.236,-0.0139999999999999,0.303,0.347,-0.0439999999999999,0.28,0.303,-0.0229999999999999,3.38,3.85,-0.475
"Erceg, Lucas",668674,2023,251,141,0.245,0.204,0.041,0.356,0.305,0.0509999999999999,0.328,0.298,0.03,4.75,3.71,1.035
"Burke, Brock",656271,2023,250,187,0.271,0.267,0.004,0.47,0.453,0.0169999999999999,0.322,0.316,0.006,4.37,4.21,0.164
"Soto, Gregory",642397,2023,250,161,0.21,0.196,0.0139999999999999,0.335,0.305,0.03,0.274,0.259,0.015,4.62,2.77,1.854
"Chapman, Aroldis",547973,2023,249,109,0.175,0.169,0.0059999999999999,0.261,0.275,-0.014,0.258,0.26,-0.002,3.09,2.79,0.296
"Sewald, Paul",623149,2023,249,144,0.208,0.187,0.0209999999999999,0.353,0.313,0.0399999999999999,0.281,0.259,0.022,3.12,2.77,0.345
"Floro, Dylan",571670,2023,248,170,0.308,0.252,0.0559999999999999,0.41,0.341,0.0689999999999999,0.335,0.286,0.049,4.76,3.4,1.365
"Sheehan, Emmet",686218,2023,248,157,0.21,0.181,0.0289999999999999,0.416,0.381,0.0349999999999999,0.307,0.288,0.019,4.92,3.45,1.473
"Romano, Jordan",605447,2023,248,150,0.218,0.211,0.007,0.35,0.362,-0.012,0.281,0.283,-0.0019999999999999,2.9,3.33,-0.432
"Pérez, Cionel",672335,2023,247,172,0.264,0.24,0.024,0.34,0.342,-0.002,0.311,0.304,0.007,3.54,3.87,-0.326
"Okert, Steven",595345,2023,247,148,0.229,0.216,0.013,0.427,0.398,0.0289999999999999,0.319,0.305,0.014,4.45,3.9,0.549
"Poche, Colin",621363,2023,246,160,0.194,0.188,0.006,0.306,0.294,0.012,0.258,0.255,0.003,2.23,2.69,-0.465
"Smith, Drew",622098,2023,244,150,0.24,0.221,0.0189999999999999,0.442,0.398,0.0439999999999999,0.341,0.323,0.018,4.15,4.42,-0.266
"Diekman, Jake",518617,2023,243,140,0.183,0.198,-0.015,0.267,0.287,-0.0199999999999999,0.271,0.286,-0.0149999999999999,3.33,3.4,-0.065
"Puk, A.J.",640462,2023,242,149,0.241,0.208,0.033,0.42,0.376,0.0439999999999999,0.3,0.273,0.0269999999999999,3.97,3.09,0.881
"Martinez, Adrián",661309,2023,241,170,0.278,0.274,0.004,0.448,0.452,-0.004,0.341,0.35,-0.0089999999999999,4.75,5.3,-0.555
"Law, Derek",571882,2023,240,166,0.239,0.263,-0.024,0.364,0.397,-0.033,0.311,0.334,-0.023,3.6,4.77,-1.17
"Thompson, Mason",666168,2023,240,170,0.294,0.254,0.0399999999999999,0.417,0.397,0.0199999999999999,0.345,0.328,0.0169999999999999,5.5,4.58,0.92
"Adon, Joan",672851,2023,240,165,0.284,0.273,0.0109999999999999,0.483,0.485,-0.002,0.361,0.358,0.003,6.45,5.59,0.855
"Holderman, Colin",670059,2023,240,160,0.256,0.232,0.0239999999999999,0.363,0.366,-0.003,0.299,0.295,0.004,3.86,3.63,0.227
"Nelson, Kyle",669459,2023,239,157,0.267,0.229,0.038,0.484,0.416,0.068,0.339,0.298,0.041,4.18,3.71,0.469
"Hamilton, Ian",641656,2023,239,141,0.215,0.217,-0.002,0.297,0.321,-0.024,0.275,0.29,-0.0149999999999999,2.64,3.5,-0.862
"Cabrera, Génesis",650893,2023,239,155,0.232,0.226,0.006,0.408,0.42,-0.012,0.311,0.313,-0.002,4.04,4.13,-0.088
"Moreta, Dauri",664294,2023,239,136,0.187,0.183,0.004,0.33,0.334,-0.004,0.267,0.269,-0.002,3.72,3.0,0.724
"Brasier, Ryan",518489,2023,239,160,0.197,0.227,-0.03,0.282,0.348,-0.066,0.248,0.292,-0.0439999999999999,3.02,3.55,-0.533
"Sandlin, Nick",680704,2023,239,147,0.182,0.212,-0.03,0.388,0.411,-0.0229999999999999,0.284,0.308,-0.024,3.75,3.98,-0.23
"Jiménez, Joe",641729,2023,238,149,0.233,0.224,0.009,0.42,0.42,0.0,0.302,0.301,0.001,3.04,3.79,-0.754
"Nardi, Andrew",677053,2023,237,139,0.213,0.187,0.0259999999999999,0.365,0.302,0.063,0.289,0.257,0.0319999999999999,2.67,2.73,-0.061
"Fulmer, Michael",605242,2023,237,142,0.235,0.236,-0.001,0.402,0.377,0.025,0.32,0.319,0.001,4.42,4.3,0.121
"Bautista, Félix",642585,2023,237,99,0.144,0.139,0.0049999999999999,0.215,0.241,-0.0259999999999999,0.218,0.225,-0.007,1.48,2.1,-0.625
"Davidson, Tucker",656353,2023,236,166,0.306,0.288,0.018,0.478,0.449,0.0289999999999999,0.364,0.348,0.016,5.96,5.23,0.731
"Young, Alex",622065,2023,236,165,0.248,0.244,0.004,0.435,0.402,0.0329999999999999,0.324,0.313,0.011,3.86,4.13,-0.273
"Raley, Brooks",548384,2023,236,144,0.217,0.209,0.008,0.33,0.327,0.003,0.289,0.286,0.003,2.8,3.4,-0.601
"Hand, Brad",543272,2023,236,150,0.27,0.253,0.017,0.46,0.398,0.062,0.344,0.326,0.0179999999999999,5.53,4.51,1.024
"Bido, Osvaldo",674370,2023,236,159,0.27,0.273,-0.003,0.377,0.384,-0.007,0.326,0.334,-0.008,5.86,4.77,1.092
"Harvey, Hunter",640451,2023,235,153,0.203,0.22,-0.0169999999999999,0.332,0.384,-0.0519999999999999,0.252,0.284,-0.0319999999999999,2.82,3.35,-0.531
"Leone, Dominic",608678,2023,235,151,0.244,0.243,0.001,0.507,0.47,0.037,0.352,0.347,0.005,4.67,5.2,-0.533
"Honeywell, Brent",641703,2023,235,161,0.26,0.273,-0.013,0.446,0.458,-0.012,0.347,0.361,-0.014,4.82,5.7,-0.885
"Priester, Quinn",682990,2023,234,168,0.29,0.291,-0.001,0.555,0.479,0.076,0.394,0.373,0.021,7.74,6.16,1.58
"Phillips, Evan",623465,2023,234,152,0.177,0.224,-0.047,0.302,0.357,-0.0549999999999999,0.232,0.275,-0.043,2.05,3.14,-1.086
"Bradford, Cody",674003,2023,234,170,0.259,0.24,0.019,0.5,0.477,0.023,0.333,0.325,0.008,5.3,4.48,0.824
"Leclerc, José",600917,2023,233,136,0.183,0.183,0.0,0.292,0.337,-0.045,0.261,0.277,-0.016,2.68,3.18,-0.496
"Bard, Daniel",453268,2023,232,128,0.206,0.222,-0.016,0.371,0.421,-0.0499999999999999,0.345,0.372,-0.027,4.56,6.12,-1.559
"Webb, Jacob",657097,2023,232,141,0.199,0.213,-0.0139999999999999,0.352,0.357,-0.005,0.294,0.306,-0.012,3.69,3.93,-0.241
"Weems, Jordan",607179,2023,232,141,0.194,0.221,-0.0269999999999999,0.393,0.43,-0.0369999999999999,0.294,0.32,-0.026,3.62,4.33,-0.708
"Hader, Josh",623352,2023,231,113,0.163,0.156,0.007,0.224,0.234,-0.01,0.239,0.24,-0.001,1.28,2.38,-1.102
"Iglesias, Raisel",628452,2023,231,148,0.238,0.219,0.0189999999999999,0.379,0.376,0.003,0.285,0.276,0.0089999999999999,2.75,3.16,-0.411
"Loup, Aaron",571901,2023,231,164,0.313,0.257,0.0559999999999999,0.462,0.423,0.039,0.358,0.321,0.0369999999999999,6.1,4.36,1.743
"Williams, Devin",642207,2023,231,115,0.129,0.168,-0.039,0.218,0.289,-0.0709999999999999,0.214,0.255,-0.041,1.53,2.69,-1.156
"Shuster, Jared",694363,2023,230,173,0.264,0.265,-0.001,0.438,0.445,-0.007,0.341,0.352,-0.0109999999999999,5.81,5.37,0.44
"Gallegos, Giovanny",606149,2023,229,158,0.252,0.247,0.005,0.467,0.453,0.014,0.322,0.315,0.007,4.42,4.18,0.238
"Soriano, George",666277,2023,228,148,0.234,0.247,-0.0129999999999999,0.371,0.407,-0.0359999999999999,0.308,0.328,-0.02,3.81,4.58,-0.772
"Peralta, Wandy",593974,2023,227,140,0.19,0.234,-0.044,0.323,0.371,-0.0479999999999999,0.293,0.329,-0.036,2.83,4.61,-1.777
"Smith, Will",519293,2023,226,154,0.211,0.226,-0.015,0.344,0.379,-0.035,0.262,0.283,-0.0209999999999999,4.39,3.33,1.065
"Blanco, Ronel",669854,2023,226,144,0.251,0.238,0.013,0.462,0.447,0.015,0.352,0.343,0.0089999999999999,4.5,5.06,-0.56
"Ryu, Hyun Jin",547943,2023,224,171,0.257,0.246,0.011,0.447,0.394,0.0529999999999999,0.323,0.304,0.019,3.46,3.87,-0.408
"Chafin, Andrew",605177,2023,224,132,0.231,0.228,0.003,0.41,0.399,0.0109999999999999,0.324,0.321,0.003,4.73,4.36,0.374
"Domínguez, Seranthony",622554,2023,224,148,0.246,0.243,0.003,0.374,0.4,-0.026,0.318,0.33,-0.012,3.78,4.64,-0.86
"Lynch IV, Daniel",663738,2023,223,172,0.245,0.265,-0.02,0.426,0.467,-0.041,0.312,0.339,-0.027,4.64,4.93,-0.287
"Hentges, Sam",656529,2023,223,149,0.26,0.262,-0.002,0.338,0.388,-0.0499999999999999,0.292,0.314,-0.022,3.61,4.16,-0.549
"Hernandez, Jose E.",669796,2023,223,138,0.239,0.232,0.0069999999999999,0.462,0.419,0.043,0.329,0.312,0.017,4.97,4.1,0.874
"Adam, Jason",592094,2023,222,124,0.181,0.215,-0.034,0.342,0.407,-0.0649999999999999,0.283,0.32,-0.037,2.98,4.33,-1.348
"Woodford, Jake",663765,2023,222,168,0.314,0.298,0.016,0.572,0.531,0.0409999999999999,0.404,0.392,0.012,6.23,6.95,-0.719
"Silseth, Chase",681217,2023,221,137,0.212,0.229,-0.017,0.399,0.394,0.005,0.313,0.319,-0.006,3.96,4.3,-0.345
"Fleming, Josh",676596,2023,221,177,0.281,0.292,-0.0109999999999999,0.467,0.468,-0.001,0.342,0.354,-0.0119999999999999,4.7,5.44,-0.737
"Avila, Pedro",658648,2023,220,136,0.23,0.235,-0.0049999999999999,0.337,0.347,-0.0099999999999999,0.304,0.311,-0.007,3.22,4.07,-0.851
"Vasquez, Andrew",607755,2023,219,146,0.247,0.221,0.0259999999999999,0.355,0.353,0.002,0.316,0.307,0.009,3.35,3.96,-0.608
"Wilson, Steven",621051,2023,219,132,0.185,0.179,0.006,0.354,0.347,0.007,0.289,0.284,0.005,3.91,3.35,0.556
"Moore, Matt",519043,2023,218,140,0.232,0.212,0.02,0.399,0.372,0.027,0.296,0.282,0.014,2.56,3.3,-0.737
"Cueto, Johnny",456501,2023,218,161,0.256,0.251,0.005,0.543,0.493,0.05,0.362,0.346,0.016,6.02,5.16,0.859
"Vesia, Alex",681911,2023,217,134,0.263,0.228,0.035,0.414,0.394,0.0199999999999999,0.318,0.296,0.022,4.35,3.66,0.689
"Rogers, Taylor",573124,2023,216,124,0.211,0.205,0.006,0.357,0.358,-0.001,0.292,0.292,0.0,3.83,3.55,0.282
"Speier, Gabe",642100,2023,216,138,0.235,0.239,-0.004,0.375,0.388,-0.013,0.278,0.288,-0.0099999999999999,3.79,3.45,0.337
"Bernardino, Brennan",657514,2023,216,134,0.25,0.24,0.01,0.375,0.38,-0.005,0.313,0.312,0.001,3.2,4.1,-0.903
"Mayza, Tim",641835,2023,215,147,0.251,0.25,0.001,0.342,0.355,-0.0129999999999999,0.279,0.285,-0.0059999999999999,1.52,3.38,-1.861
"Sborz, Josh",622250,2023,215,130,0.219,0.211,0.008,0.383,0.368,0.015,0.291,0.283,0.008,5.5,3.33,2.173
"Gonzales, Marco",594835,2023,215,163,0.282,0.286,-0.004,0.431,0.445,-0.014,0.334,0.349,-0.0149999999999999,5.22,5.27,-0.05
"Stanek, Ryne",592773,2023,213,140,0.221,0.218,0.003,0.389,0.407,-0.0179999999999999,0.3,0.31,-0.01,4.09,4.04,0.046
"Murphy, Chris",669684,2023,212,145,0.263,0.233,0.03,0.416,0.366,0.0499999999999999,0.321,0.296,0.025,4.91,3.66,1.249
"Middleton, Keynan",641871,2023,212,124,0.214,0.212,0.002,0.364,0.363,0.001,0.296,0.298,-0.002,3.38,3.71,-0.335
"Keller, Brad",641745,2023,211,132,0.259,0.23,0.0289999999999999,0.364,0.388,-0.024,0.364,0.363,0.001,4.57,5.77,-1.204
"Lauer, Eric",641778,2023,211,144,0.292,0.299,-0.007,0.616,0.575,0.041,0.411,0.405,0.0059999999999999,6.56,7.54,-0.983
"Muñoz, Andrés",662253,2023,211,117,0.217,0.202,0.0149999999999999,0.304,0.292,0.012,0.279,0.269,0.01,2.94,3.0,-0.061
"Coulombe, Danny",543056,2023,210,138,0.231,0.217,0.014,0.323,0.343,-0.02,0.269,0.27,-0.001,2.81,3.02,-0.215
"Alexander, Scott",518397,2023,208,165,0.282,0.264,0.0179999999999999,0.369,0.38,-0.011,0.299,0.296,0.003,4.66,3.66,0.995
"Hoffman, Jeff",656546,2023,208,118,0.158,0.188,-0.03,0.257,0.281,-0.024,0.226,0.25,-0.0239999999999999,2.41,2.58,-0.172
"Armstrong, Shawn",542888,2023,207,138,0.188,0.205,-0.0169999999999999,0.272,0.316,-0.0439999999999999,0.233,0.256,-0.0229999999999999,1.39,2.71,-1.325
"Ruiz, José",614179,2023,207,141,0.292,0.265,0.0269999999999999,0.522,0.458,0.064,0.385,0.353,0.032,5.89,5.41,0.477
"Machado, Andrés",600921,2023,207,150,0.282,0.283,-0.001,0.521,0.516,0.005,0.356,0.356,0.0,5.22,5.52,-0.3
"Almonte, Yency",622075,2023,207,131,0.239,0.247,-0.008,0.372,0.382,-0.01,0.314,0.322,-0.008,5.06,4.39,0.673
"Saucedo, Tayler",642048,2023,207,135,0.234,0.243,-0.0089999999999999,0.309,0.339,-0.03,0.298,0.314,-0.016,3.59,4.16,-0.573
